cultexp
eng	466.258
deu	329.912
fra	255.743
rus	118
spa	63.012
ita	60.144
jpn	57
nld	47.2
ces	26.712
zho	22.163
twit.eig
eng	1
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128195
nld	0.475438332157708
ita	0.473361877348239
ces	0.427695513933462
deu	0.345795250405766
cat	0.317458179984351
tur	0.310011191468417
wiki.eig
eng	1
deu	0.88185388582831
fra	0.818472173093033
spa	0.722866816754269
jpn	0.71678019423931
ita	0.667877418887982
rus	0.64143848111861
swe	0.637980708718284
nld	0.582232256103464
pol	0.521210982692339
book.eig
eng	1
deu	0.948573661161241
fra	0.908485778147255
rus	0.857987629055576
spa	0.777157259129471
ita	0.666951794601442
swe	0.571497110044562
pol	0.547185866425525
nld	0.540485899013471
dan	0.502651584265193
country_code	total_exports
US	272
DE	267
FR	236
GB	230
RU	118
IT	58
JP	57
AT	48
CH	32
NL	31
CZ	28
