cultexp
eng	466.258
deu	329.912
fra	255.743
rus	118
spa	63.012
ita	60.144
jpn	57
nld	47.2
ces	26.712
zho	22.163
twit.eig
eng	1
spa	0.693458419022746
por	0.570558612190605
fra	0.508144128195
nld	0.475438332157709
ita	0.47336187734824
ces	0.427695513933463
deu	0.345795250405766
cat	0.317458179984351
tur	0.310011191468417
wiki.eig
eng	1
deu	0.881853885828308
fra	0.818472173093032
spa	0.722866816754267
jpn	0.716780194239308
ita	0.66787741888798
rus	0.641438481118609
swe	0.637980708718283
nld	0.582232256103463
pol	0.521210982692338
book.eig
eng	1
deu	0.948573661161241
fra	0.908485778147254
rus	0.857987629055576
spa	0.777157259129471
ita	0.666951794601441
swe	0.571497110044562
pol	0.547185866425525
nld	0.540485899013471
dan	0.502651584265193
country_code	total_exports
US	272
DE	267
FR	236
GB	230
RU	118
IT	58
JP	57
AT	48
CH	32
NL	31
CZ	28
